O₃ [µg/m³],NO₂ [µg/m³],SO₂ [µg/m³],PM2.5 [µg/m³],CPC [1/cm³],NOₓ [µg/m³ eq. NO₂]
92.3,10.3,0.8,10.2,9448.7,12.6
102.9,8.8,0.8,10.3,11078.4,10.5
115.5,7.2,0.7,11.2,13738.8,8.5
125.1,6.2,0.6,11.5,11954.1,6.8
126.3,5.6,0.7,11.1,11474.4,6.4
122.9,4,0.5,9.8,7986.7,4.5
125.4,4.5,0.5,9.1,7235.0,4.8
128,4.5,0.4,8.6,6816.6,4.8
128.8,4.9,0.4,8.6,6753.6,5.4
128,6.4,0.5,9.1,7459.6,6.8
121.7,7.5,0.4,9.3,7412.8,7.7
108.1,13.2,0.8,9.9,9822.4,13.7
97.1,16.9,2.5,11.1,12241.0,17.2
76.4,17.5,1.7,16.5,20641.3,17.9
70.8,18.7,2.8,12.7,10974.2,18.9
60.8,10.8,0.7,12.7,7986.5,11.1
59,8.3,0.5,12.2,6184.8,8.7
65.1,8.1,0.5,11.5,5840.8,8.4
66.2,13.9,1.1,11.9,7722.3,14.3
73.2,13.5,1.8,12.3,8741.4,13.6
63.5,22.4,2.7,12.2,12918.3,24.2
49.6,38,3.6,15.7,24137.5,46.3
69.8,24.9,1.9,13.4,16321.7,31.4
73.4,22.1,1.5,13,13579.6,28.8
88.4,15.8,1,11.7,9613.0,19.3
104.2,5.3,0.8,11.1,8256.3,6.5
110.9,5,0.8,11.5,8539.5,5.6
118.8,5.6,0.7,11.4,10276.9,6.2
123,5.6,0.7,10.8,12844.8,6.6
116.4,6.1,0.6,11.6,10658.8,6.8
130.3,4.9,0.5,11.7,9386.5,5.4
115.6,4.4,0.2,9,4521.8,4.6
100.6,4.4,0.2,7.1,4190.6,4.8
99.3,4.5,0.2,6.4,4397.8,4.7
89.1,6.3,0.2,6.2,6284.1,6.6
78.4,5.4,0.3,7.6,5131.7,5.8
74.1,5.6,0.3,10.4,6977.3,5.6
63.7,5.5,0.4,11.5,4954.2,5.8
67.9,4.4,0.3,9.9,3788.3,4.7
63.7,7.6,0.4,10.2,4806.8,8.1
53.2,12.8,0.8,11,7254.2,13.2
53.2,11.1,2.2,11.1,8160.7,11.4
42.9,11.8,1.4,11.7,7212.6,11.8
37.4,14.9,1.1,12.8,7805.1,15.5
33,16.9,1.1,13.3,9163.0,17.9
25.1,26.3,2.1,15.2,13765.6,31.3
24.3,29.5,2.6,15.5,18613.1,39
36.3,22.8,1.9,15.9,16085.3,30
58.2,15.9,1.2,13.9,12495.3,21.2
85.3,9.3,0.8,12.8,8703.8,11.7
97.8,6.1,0.5,12.5,7817.7,7.5
105.1,4.8,0.5,12.7,10781.8,5.5
101.2,4.1,0.5,12.2,11055.2,4.8
100.7,3.3,0.4,11.6,9874.9,3.9
106.5,3.8,0.4,11.8,12655.4,4.4
108,4.8,0.4,11.4,11509.6,5.2
104.6,4.9,0.3,11.2,9365.8,5
91.8,4.7,0.4,11.1,7144.2,5.2
66.7,5.1,0.4,8.9,7234.3,5.4
66.5,4.9,0.2,7.8,4993.6,5.2
59.7,5.3,0.2,7.6,4301.0,5.5
63.8,5.7,0.2,8.1,5495.7,5.8
54.6,9.3,0.3,9.5,8003.5,9.7
47.8,10.5,0.4,11.2,8171.5,11.2
41.9,12.6,0.5,12,8130.1,13.2
34.7,13.2,0.8,13,8760.0,13.8
38.2,13.2,1.4,13.4,10168.8,13.7
31.8,7.7,0.6,11,6253.9,8.3
24.8,21.7,2.4,13.1,13248.2,23.8
20.3,34,2.8,15.1,18435.0,41.9
18.8,36.5,3.1,16.8,21997.1,53.3
18.9,33.9,2.5,16.8,19865.0,49.3
54,14.6,1.2,13,8990.6,18.6
68.6,8.7,0.7,9.1,9173.2,10.4
60.9,16.7,1.1,9.4,22946.9,22.1
71.5,11.2,1.2,7.7,31431.3,15.7
79.2,10.4,1.1,10.1,34945.9,13.7
90.1,7,0.7,7.7,28513.2,8.9
97.6,5.6,0.5,8.4,17416.4,6.7
96.7,6.3,0.5,9.1,14795.0,7.4
97.7,5.8,0.5,9.5,10112.4,6.6
96.7,6,0.4,9.9,9825.7,6.3
87.1,7.7,0.4,11.6,11835.1,8.3
87,4.9,0.2,10.6,7429.4,5
81.9,2.7,0.2,8.2,3642.1,3
79,4,0.2,7.7,4150.7,4.3
88.3,3.1,0.1,3.5,3322.1,3.3
79.7,6.1,0.3,4.9,6997.6,6.5
71.8,5.6,0.4,5.2,7207.6,5.5
59.3,4.7,0.3,5.2,5786.2,4.9
59.2,6.7,0.3,6.5,6056.3,6.8
55.1,5.8,0.6,6.2,6864.7,6
46.9,6.6,0.4,6.2,6318.0,6.8
47.8,9.1,0.6,7.7,7350.5,9.6
51.5,4.9,0.6,7.3,5083.5,5.6
58.1,2.4,0.3,4.6,2748.4,2.7
68,2.3,0.2,3,2700.3,2.6
72.4,2.2,0.2,2.2,3694.2,2.6
75.4,1.6,0.2,2.4,7991.4,1.8
78.1,1.4,0.2,2.6,3274.2,1.6
73.2,1.6,0.1,2.8,3424.4,1.9
72.2,3.7,0.2,3.5,5676.8,4.7
79,3,0.1,3.7,5383.0,3.7
81.9,4.2,0.2,4,7132.1,4.8
78.1,2.1,0.1,2.7,3213.7,2.4
77.1,1.8,0.1,2.4,3427.2,2.1
72.4,1.7,0.1,2.4,3361.8,2.1
70.1,1.8,0.1,2.7,2588.9,2
63.2,2.2,0.1,3.2,2342.4,2.5
58.5,2.1,0.1,4.8,1725.7,2.1
56.5,1.8,0,4.8,1521.2,1.9
62.7,1.5,0.1,5.7,1066.2,1.7
62.3,1.3,0,6.2,965.0,1.3
63.8,1.1,0.1,6.3,880.5,1.3
64.1,1.4,0,5.2,867.5,1.5
67.5,1.4,0.1,4.9,992.5,1.4
66.9,1.9,0.1,4.6,1193.0,2.1
65.5,1.3,0.1,4.3,1012.0,1.7
66.6,1.4,0.1,4,1239.0,1.6
61.5,1.6,0.1,4.2,1382.4,2
68.8,1.4,0.1,3.9,1262.3,1.7
65.1,2,0.1,4.7,3768.5,2.6
59.7,4,0.2,6.5,9439.8,5.1
57.6,4.6,0.1,7.6,3057.7,5.9
56.9,6.7,0.1,8.8,3247.8,8.2
63.3,7,0.1,9.5,4037.5,8.2
58.4,8.5,0.1,11.9,3649.4,10.1
61.1,5.7,0.1,11.4,3498.3,6.9
63.8,4.1,0.1,7.8,3407.6,4.5
70.5,5.4,0.1,11.9,3134.8,5.8
76.9,6.3,0.1,15.2,3028.9,6.4
73.1,6,0.1,16.7,4103.0,6
67,6.1,0.1,18.2,5349.6,6.3
65.9,5.3,0.1,18.1,5573.9,5.6
62.4,5.3,0.1,18.2,3194.6,5.4
60.4,6.1,0.1,18.3,2911.1,6
51.8,7.2,0.1,20.8,2938.8,7.4
60.1,5.2,0.2,20.5,2384.8,5.5
58.6,5.6,0.1,21.6,2371.4,5.9
53.9,7,0.1,21.2,3570.7,7.5
47,12,0.1,22.3,7555.0,12.6
41.9,15,0.1,24.5,5905.8,15.9
44.7,13,0.2,26.4,5154.1,14.6
44.7,12.8,0.1,28.4,4290.3,14.5
49.8,10.2,0.2,26.3,4450.5,11.9
53.5,10.7,0.2,22.9,5000.8,12.6
54.8,10.3,0.2,25.5,4546.6,12.1
55,11.1,0.1,27.4,4000.1,12.9
54.2,13.1,0.1,26.5,5633.6,14.6
52.6,12.1,0.1,24.9,5016.6,14
50.5,14.2,0.2,26.1,6712.9,17.9
64.3,8.8,0.2,20.3,5244.7,11.3
69.3,7.9,0.1,14.1,4372.5,8.9
68.5,9.3,0.2,13.1,4885.8,9.8
69.6,8.8,0.2,11.8,4982.9,9.1
60.3,10.8,0.2,12.9,11341.6,11.2
61.7,10.8,0.2,12,9382.6,11.3
63.8,10.2,0.2,10,14130.9,10.5
57.9,10.2,0.2,11,8588.4,10.5
50.1,10.7,0.1,13.1,3664.3,11
48,6.8,0.1,15.5,2888.4,6.9
43.4,8.6,0.1,19.7,2902.8,9.1
38.1,8.9,0.1,21.6,2756.7,9.2
35.9,9.1,0.1,22.5,3123.8,9.4
33.3,12.2,0.1,21.9,4285.9,12.9
21.7,23.5,0.1,22.2,6039.9,27.7
30.1,18.2,0.2,19.5,6050.9,23
37.4,13.3,0.2,16.5,6152.5,16.9
45.9,12.3,0.2,14.3,7884.1,17
58.7,9.9,0.2,12.4,5779.1,13.1
63,11,0.1,10.1,5839.7,13.1
75.3,10.8,0.2,10.3,6670.9,13.5
91.8,9.1,0.2,11.9,5556.2,10.9
95.1,8.8,0.2,16.2,6122.8,10.2
89.3,7.8,0.2,21.7,4357.1,9.2
91.1,9.4,0.3,25.8,5238.5,10.8
95.5,10,0.3,26.4,7199.9,10.9
84,9.9,0.2,29.2,5207.8,10.4
91.4,7.3,0.1,22.1,4027.1,7.5
78.8,7.1,0,10.4,3429.7,7.4
73.3,6.4,0.1,13.4,2867.3,6.4
67.9,9.7,0,13.4,4465.9,10
51.6,10.9,0.1,14.1,5021.2,11.1
49.2,9.3,0.1,14,2901.8,9.3
53.8,8.3,0.1,12.6,3138.6,8.8
49.8,9.2,0.1,12.1,3795.8,9.5
49.5,12,0.2,13.3,4276.2,12.6
49,11.6,0.3,13.2,5233.0,12.3
38,11.5,0.5,16.4,4672.4,12.7
47.5,9.2,0.3,14.9,3465.4,11.2
57.7,7.9,0.2,12.4,3356.9,9.9
82.1,6.2,0.3,11.6,3238.3,7.5
72.8,14.2,0.3,16,7683.1,18.5
84.5,7.8,0.2,19.9,5854.1,9.8
95.8,4.9,0.2,20.8,4026.7,5.8
112.8,4.6,0.2,19.5,4151.5,5.1
119.5,6.5,0.3,20.4,8819.4,7.7
115.1,6.8,0.3,22.2,5811.8,7.7
91,7.6,0.1,14.5,4348.9,8.4
91.8,8.3,0.3,11.9,6486.5,9
85.2,9.5,0.3,12.8,6972.0,10.3
85.9,10.3,0.2,13.1,7131.0,11.1
73.7,14.8,0.5,10.9,8953.6,15.6
59.7,21.8,1.3,13.2,12682.1,22.2
49.2,18.6,0.9,14.8,9962.2,19.1
37.3,14.9,0.6,16,9570.6,15.3
36,11.3,0.3,16.8,7232.1,12.1
23.6,14.8,0.7,17.7,8328.5,15.3
15.9,16.3,0.8,18,8069.7,16.5
14.6,15.3,1.2,19.7,7532.5,15.6
15.4,12.8,0.9,20,5916.0,13.2
16.1,13.4,0.6,18.8,5465.6,13.9
15.7,16.2,0.6,20.3,6266.0,20.3
13.5,19.8,1.1,21.2,9623.7,39.7
19.8,21.2,1.9,20.6,14589.4,44.4
36,22,1.8,19.6,14835.7,39.5
71.7,17.9,1.4,19.2,11438.4,24.6
105,10.6,0.7,15.4,7731.0,13.3
125.4,6.3,0.4,15.7,6279.3,7.1
123.6,5.9,0.4,15.5,8435.5,6.5
127,6.9,0.4,15.2,10407.1,7.8
108.7,8,0.4,15.2,9122.9,8.8
97.9,5.6,0.3,14.4,6238.7,6.3
114.2,4.9,0.2,-,5038.4,5.5
121.5,8.4,0.2,-,6842.8,9.5
113.4,13.8,0.3,-,19238.9,14.7
102.5,15.4,0.3,-,16202.5,15.9
89.7,12.3,0.2,-,8794.2,12.8
82.4,9.8,0.2,-,6106.4,10
77.2,7.3,0.2,-,5006.5,7.8
82,10.3,0.2,-,7037.0,10.7
57.3,17.5,0.5,-,8994.2,18
54.6,14.9,1.4,-,8817.4,15.1
46.3,13.9,1.9,-,9033.0,14.5
43.6,11.2,1.4,-,7620.4,11.9
39.4,12.5,0.8,-,6730.9,13
27.6,20,1.9,-,10364.7,23
29.7,27.8,2.7,-,14212.0,40.6
38.2,26.5,2.5,19,13544.0,41.3
56.8,22.7,1.5,17.5,12374.4,32.5
88.3,13.5,0.8,14.8,9001.5,17.6
111.9,7,0.5,-,6825.4,8.2
118,6.1,0.4,7.5,9118.3,7
130.8,6.6,0.4,8.8,12684.5,7.6
137.5,7.5,0.4,9.5,13601.7,8.4
136.6,6.8,0.4,9.5,10028.2,7.6
122.4,5.1,0.3,8.8,5410.3,5.5
120.6,6,0.3,9.8,4819.1,6.1
112,8.2,0.5,10.8,7414.4,8.9
109.1,9.2,0.8,9.4,9542.6,9.8
109.7,9.9,0.9,10.8,6769.9,10.1
97.1,13.9,1,11.1,8416.7,14.2
81.3,16.8,0.8,11.8,11250.8,17
61.9,21.3,1.3,12.7,12531.9,21.7
60.3,18.3,2.3,11.3,11879.5,18.8
53.3,15.4,1.6,11.3,11479.4,16.2
46.5,16.5,1.6,11.9,9583.7,17.2
53.6,12.4,1.2,11.8,8133.0,12.7
51.7,12.2,2.7,11.4,9127.5,12.8
49.1,11.8,1.3,11,6936.6,12.1
52.8,10.5,2.1,10.7,8559.7,11.3
53,12.3,4.1,11.6,11569.7,14.8
66.2,9,2.2,12,8088.4,10.9
89.9,5,0.9,12.7,4832.0,5.7
108.6,4.2,0.7,12.7,4134.0,4.5
115.3,3.8,0.7,13.1,4867.3,4.3
130.3,4,0.6,11.2,4369.8,4.4
127.7,3.5,0.5,10.5,5335.2,3.8
104.4,2.9,0.3,7.6,4262.4,3.2
94.5,2.4,0.2,5,3753.9,3
87.6,1.9,0.2,3.6,3934.3,2.1
76,2.2,0.1,2.7,5041.2,2.3
70.9,2.3,0.1,2.6,6516.7,2.9
69.4,2,0.1,2.5,4819.6,2.4
65.3,2.2,0.1,3.1,5019.1,2.6
60.3,3.3,0.1,3.1,5964.6,3.5
53.5,5.4,0.2,2.6,6472.0,5.6
47.3,6.5,0.3,3.4,8084.9,6.9
45,6.3,0.2,4.6,8278.5,6.7
36.3,5.1,0.2,3.8,6586.2,5.5
40.1,6.7,0.2,4,5628.4,7.1
36.5,5.3,0.2,4.5,4769.2,5.7
33.7,4.4,0.1,4.2,4450.6,4.8
37.1,6,0.2,5.2,4638.9,6.4
42.6,9.5,0.3,6.5,8427.9,10.9
48.8,10.4,0.5,7.4,12975.8,12.7
53.4,9.4,0.7,9,6462.3,12.6
63.4,10.9,1.1,11.4,8950.2,14.7
75.5,8.9,1.1,11.1,9852.6,11.5
86,6.9,0.9,9.5,8873.1,8.2
93,5.2,0.8,8.5,12301.8,6.1
95.8,4.1,0.7,6.7,13575.4,5.2
100.8,3.6,0.6,6.4,11534.9,3.9
112.2,4.3,0.9,6.3,17012.5,5
112.6,4,0.9,6.6,14728.3,4.9
113.1,4.6,1,6.4,13911.0,5
115.7,4.5,1,6.2,10205.5,4.8
120.3,5.6,1.2,5.9,11202.3,6.1
117.7,6.6,0.9,4.8,11043.5,6.8
100.8,8.2,0.6,3.2,10337.2,8.3
80.6,8,0.5,2.7,11472.0,8.3
73,8.6,0.6,2.5,9233.3,8.8
65.8,8,0.6,2.7,8508.7,8.3
57.2,7.6,0.5,2.8,7211.7,8
51.5,7.4,0.5,3,6873.8,7.8
48.1,7.7,0.5,3.4,6906.6,8.2
47,8.1,0.5,3.8,7192.6,8.6
43.7,9.8,0.5,4.2,7353.6,10.3
39.9,13.2,0.6,4.5,8415.9,15
39.6,22.3,1,6,10811.7,30.7
52.4,33.6,1.2,8.2,14254.3,47.3
70.5,23.6,1.4,7.6,20750.6,30.7
84,10.9,0.7,5,12299.3,13.6
90.7,11.5,0.7,5.5,14591.1,14.4
106.3,8.7,0.7,5.7,16452.8,10.5
118.7,4.7,0.5,4.5,10709.9,5.2
124.7,7,0.5,4.5,14297.0,8
132.8,7,0.7,5.4,15794.1,7.7
142.5,7.7,0.7,5.5,14005.3,8.3
151.1,9.3,0.7,5.3,13168.5,10.2
151.4,8,0.7,5.2,10263.8,8.5
153.2,10.3,0.8,5.5,11418.7,10.8
142,9.7,1.4,6.6,12201.3,10.1
126.2,12.8,1,7.2,13565.8,13.2
99.5,13.6,0.9,9.2,23787.6,14.2
99.2,8.2,0.6,7,9074.7,8.4
97.8,8.4,0.6,7.9,12061.4,8.7
91.5,7.8,0.5,7,7752.7,8.2
84.1,8.2,0.5,7.2,7486.0,8.8
86.4,8.3,0.5,7.1,7806.5,8.7
68.1,13.4,0.6,7.6,8133.2,13.8
59.8,18,1.6,8.4,10619.5,18.6
42,29.3,1.2,8.3,12784.6,33.4
58.4,20.1,1.6,7.4,10994.5,24.5
76.1,16.2,1,7.1,10690.9,20
74.4,20.1,1.5,7.8,14307.9,25.9
94.4,11.6,0.7,6.5,10003.6,14.2
120.5,13.3,0.9,7.3,10893.7,15.4
135.8,10.3,1,7.2,11859.3,11.7
132.9,12.1,1.5,6.7,11913.3,13.9
144.4,7.1,0.8,6.1,10046.2,8
148.6,6.5,0.6,5.2,8006.8,7.1
157.8,7.7,0.7,5.5,8483.0,8.3
159.3,6.4,0.8,5.7,8503.1,6.8
157.6,6.5,0.7,5.6,9357.9,6.9
161.2,6.8,0.7,5.8,7991.2,7.1
144.4,8.5,0.9,5.1,7637.6,8.7
123.1,9.7,0.9,5.5,8948.7,10
100.1,10.5,0.6,7.7,8877.3,10.9
104.3,7.4,0.5,7.4,7101.7,7.7
